indicador_id,secao,grupo,indicador,unidade,periodo,ordem_periodo,valor,variacao_trimestral_abs,variacao_trimestral_pct,variacao_anual_abs,variacao_anual_pct,situacao_trimestral,situacao_anual,fonte
atividades--construcao,Atividades,Grupamentos de atividade,Construção,Mil pessoas,jan-fev-mar/2026,3,264.0,-19.0,-6.6,9.0,3.6,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--comercio-e-reparacao-de-veiculos,Atividades,Grupamentos de atividade,Comércio e reparação de veículos,Mil pessoas,jan-fev-mar/2025,1,776.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--comercio-e-reparacao-de-veiculos,Atividades,Grupamentos de atividade,Comércio e reparação de veículos,Mil pessoas,out-nov-dez/2025,2,745.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--comercio-e-reparacao-de-veiculos,Atividades,Grupamentos de atividade,Comércio e reparação de veículos,Mil pessoas,jan-fev-mar/2026,3,735.0,-10.0,-1.3,-41.0,-5.3,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--transporte-armazenagem-e-correio,Atividades,Grupamentos de atividade,"Transporte, armazenagem e correio",Mil pessoas,jan-fev-mar/2025,1,142.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--transporte-armazenagem-e-correio,Atividades,Grupamentos de atividade,"Transporte, armazenagem e correio",Mil pessoas,out-nov-dez/2025,2,180.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--transporte-armazenagem-e-correio,Atividades,Grupamentos de atividade,"Transporte, armazenagem e correio",Mil pessoas,jan-fev-mar/2026,3,164.0,-17.0,-9.2,22.0,15.1,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--alojamento-e-alimentacao,Atividades,Grupamentos de atividade,Alojamento e alimentação,Mil pessoas,jan-fev-mar/2025,1,213.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--alojamento-e-alimentacao,Atividades,Grupamentos de atividade,Alojamento e alimentação,Mil pessoas,out-nov-dez/2025,2,208.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--alojamento-e-alimentacao,Atividades,Grupamentos de atividade,Alojamento e alimentação,Mil pessoas,jan-fev-mar/2026,3,210.0,1.0,0.5,-4.0,-1.7,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--informacao-financas-imobiliarias-profissionais-e-administrativas,Atividades,Grupamentos de atividade,"Informação, finanças, imobiliárias, profissionais e administrativas",Mil pessoas,jan-fev-mar/2025,1,301.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--informacao-financas-imobiliarias-profissionais-e-administrativas,Atividades,Grupamentos de atividade,"Informação, finanças, imobiliárias, profissionais e administrativas",Mil pessoas,out-nov-dez/2025,2,351.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--informacao-financas-imobiliarias-profissionais-e-administrativas,Atividades,Grupamentos de atividade,"Informação, finanças, imobiliárias, profissionais e administrativas",Mil pessoas,jan-fev-mar/2026,3,363.0,13.0,3.6,62.0,20.7,estavel,cresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--administracao-publica-educacao-saude-e-servicos-sociais,Atividades,Grupamentos de atividade,"Administração pública, educação, saúde e serviços sociais",Mil pessoas,jan-fev-mar/2025,1,654.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--administracao-publica-educacao-saude-e-servicos-sociais,Atividades,Grupamentos de atividade,"Administração pública, educação, saúde e serviços sociais",Mil pessoas,out-nov-dez/2025,2,755.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--administracao-publica-educacao-saude-e-servicos-sociais,Atividades,Grupamentos de atividade,"Administração pública, educação, saúde e serviços sociais",Mil pessoas,jan-fev-mar/2026,3,755.0,0.0,0.0,101.0,15.4,estavel,cresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--outros-servicos,Atividades,Grupamentos de atividade,Outros serviços,Mil pessoas,jan-fev-mar/2025,1,184.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--outros-servicos,Atividades,Grupamentos de atividade,Outros serviços,Mil pessoas,out-nov-dez/2025,2,199.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--outros-servicos,Atividades,Grupamentos de atividade,Outros serviços,Mil pessoas,jan-fev-mar/2026,3,189.0,-11.0,-5.4,4.0,2.4,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--servicos-domesticos,Atividades,Grupamentos de atividade,Serviços domésticos,Mil pessoas,jan-fev-mar/2025,1,225.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--servicos-domesticos,Atividades,Grupamentos de atividade,Serviços domésticos,Mil pessoas,out-nov-dez/2025,2,233.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
atividades--servicos-domesticos,Atividades,Grupamentos de atividade,Serviços domésticos,Mil pessoas,jan-fev-mar/2026,3,200.0,-33.0,-14.1,-24.0,-10.8,decresceu,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
rendimento--rendimento-medio-mensal-real-habitual,Rendimento,Rendimento,Rendimento médio mensal real habitual,R$,jan-fev-mar/2025,1,2333.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
rendimento--rendimento-medio-mensal-real-habitual,Rendimento,Rendimento,Rendimento médio mensal real habitual,R$,out-nov-dez/2025,2,2469.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
rendimento--rendimento-medio-mensal-real-habitual,Rendimento,Rendimento,Rendimento médio mensal real habitual,R$,jan-fev-mar/2026,3,2597.0,128.0,5.2,265.0,11.4,estavel,cresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
rendimento--massa-de-rendimento-mensal-real-habitual,Rendimento,Rendimento,Massa de rendimento mensal real habitual,R$ milhões,jan-fev-mar/2025,1,8105.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
rendimento--massa-de-rendimento-mensal-real-habitual,Rendimento,Rendimento,Massa de rendimento mensal real habitual,R$ milhões,out-nov-dez/2025,2,9147.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
rendimento--massa-de-rendimento-mensal-real-habitual,Rendimento,Rendimento,Massa de rendimento mensal real habitual,R$ milhões,jan-fev-mar/2026,3,9235.0,87.0,1.0,1130.0,13.9,estavel,cresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho,Subutilização,Pessoas,Na força de trabalho,Mil pessoas,jan-fev-mar/2025,1,3824.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho,Subutilização,Pessoas,Na força de trabalho,Mil pessoas,out-nov-dez/2025,2,3952.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho,Subutilização,Pessoas,Na força de trabalho,Mil pessoas,jan-fev-mar/2026,3,3885.0,-67.0,-1.7,60.0,1.6,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--ocupadas,Subutilização,Pessoas,Ocupadas,Mil pessoas,jan-fev-mar/2025,1,3518.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--ocupadas,Subutilização,Pessoas,Ocupadas,Mil pessoas,out-nov-dez/2025,2,3756.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--ocupadas,Subutilização,Pessoas,Ocupadas,Mil pessoas,jan-fev-mar/2026,3,3603.0,-153.0,-4.1,84.0,2.4,decresceu,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--subocupadas-por-insuficiencia-de-horas-trabalhadas,Subutilização,Pessoas,Subocupadas por insuficiência de horas trabalhadas,Mil pessoas,jan-fev-mar/2025,1,256.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--subocupadas-por-insuficiencia-de-horas-trabalhadas,Subutilização,Pessoas,Subocupadas por insuficiência de horas trabalhadas,Mil pessoas,out-nov-dez/2025,2,240.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--subocupadas-por-insuficiencia-de-horas-trabalhadas,Subutilização,Pessoas,Subocupadas por insuficiência de horas trabalhadas,Mil pessoas,jan-fev-mar/2026,3,204.0,-37.0,-15.2,-53.0,-20.6,decresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas,Subutilização,Pessoas,Desocupadas,Mil pessoas,jan-fev-mar/2025,1,306.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas,Subutilização,Pessoas,Desocupadas,Mil pessoas,out-nov-dez/2025,2,196.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas,Subutilização,Pessoas,Desocupadas,Mil pessoas,jan-fev-mar/2026,3,282.0,86.0,44.2,-24.0,-7.8,cresceu,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--fora-da-forca-de-trabalho,Subutilização,Pessoas,Fora da força de trabalho,Mil pessoas,jan-fev-mar/2025,1,3734.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--fora-da-forca-de-trabalho,Subutilização,Pessoas,Fora da força de trabalho,Mil pessoas,out-nov-dez/2025,2,3632.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--fora-da-forca-de-trabalho,Subutilização,Pessoas,Fora da força de trabalho,Mil pessoas,jan-fev-mar/2026,3,3692.0,60.0,1.6,-43.0,-1.1,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-potencial,Subutilização,Pessoas,Na força de trabalho potencial,Mil pessoas,jan-fev-mar/2025,1,441.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-potencial,Subutilização,Pessoas,Na força de trabalho potencial,Mil pessoas,out-nov-dez/2025,2,303.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-potencial,Subutilização,Pessoas,Na força de trabalho potencial,Mil pessoas,jan-fev-mar/2026,3,352.0,49.0,16.1,-90.0,-20.3,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desalentadas,Subutilização,Pessoas,Desalentadas,Mil pessoas,jan-fev-mar/2025,1,294.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desalentadas,Subutilização,Pessoas,Desalentadas,Mil pessoas,out-nov-dez/2025,2,188.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desalentadas,Subutilização,Pessoas,Desalentadas,Mil pessoas,jan-fev-mar/2026,3,219.0,32.0,16.9,-75.0,-25.4,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-ou-subocupadas,Subutilização,Pessoas,Desocupadas ou subocupadas,Mil pessoas,jan-fev-mar/2025,1,562.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-ou-subocupadas,Subutilização,Pessoas,Desocupadas ou subocupadas,Mil pessoas,out-nov-dez/2025,2,436.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-ou-subocupadas,Subutilização,Pessoas,Desocupadas ou subocupadas,Mil pessoas,jan-fev-mar/2026,3,486.0,50.0,11.4,-77.0,-13.6,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-ou-na-forca-de-trabalho-potencial,Subutilização,Pessoas,Desocupadas ou na força de trabalho potencial,Mil pessoas,jan-fev-mar/2025,1,747.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-ou-na-forca-de-trabalho-potencial,Subutilização,Pessoas,Desocupadas ou na força de trabalho potencial,Mil pessoas,out-nov-dez/2025,2,498.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-ou-na-forca-de-trabalho-potencial,Subutilização,Pessoas,Desocupadas ou na força de trabalho potencial,Mil pessoas,jan-fev-mar/2026,3,634.0,135.0,27.1,-114.0,-15.2,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-subocupadas-ou-na-forca-de-trabalho-potencial,Subutilização,Pessoas,"Desocupadas, subocupadas ou na força de trabalho potencial",Mil pessoas,jan-fev-mar/2025,1,1004.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-subocupadas-ou-na-forca-de-trabalho-potencial,Subutilização,Pessoas,"Desocupadas, subocupadas ou na força de trabalho potencial",Mil pessoas,out-nov-dez/2025,2,739.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--desocupadas-subocupadas-ou-na-forca-de-trabalho-potencial,Subutilização,Pessoas,"Desocupadas, subocupadas ou na força de trabalho potencial",Mil pessoas,jan-fev-mar/2026,3,837.0,99.0,13.4,-167.0,-16.6,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-ampliada,Subutilização,Pessoas,Na força de trabalho ampliada,Mil pessoas,jan-fev-mar/2025,1,4266.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-ampliada,Subutilização,Pessoas,Na força de trabalho ampliada,Mil pessoas,out-nov-dez/2025,2,4254.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-ampliada,Subutilização,Pessoas,Na força de trabalho ampliada,Mil pessoas,jan-fev-mar/2026,3,4236.0,-18.0,-0.4,-30.0,-0.7,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-ou-desalentadas,Subutilização,Pessoas,Na força de trabalho ou desalentadas,Mil pessoas,jan-fev-mar/2025,1,4118.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-ou-desalentadas,Subutilização,Pessoas,Na força de trabalho ou desalentadas,Mil pessoas,out-nov-dez/2025,2,4139.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--na-forca-de-trabalho-ou-desalentadas,Subutilização,Pessoas,Na força de trabalho ou desalentadas,Mil pessoas,jan-fev-mar/2026,3,4104.0,-35.0,-0.9,-14.0,-0.3,estavel,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-de-desocupacao,Subutilização,Taxas e percentuais,Taxa de desocupação,%,jan-fev-mar/2025,1,8.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-de-desocupacao,Subutilização,Taxas e percentuais,Taxa de desocupação,%,out-nov-dez/2025,2,5.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-de-desocupacao,Subutilização,Taxas e percentuais,Taxa de desocupação,%,jan-fev-mar/2026,3,7.3,2.3,,-0.7,,cresceu,estavel,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-combinada-de-desocupacao-e-subocupacao,Subutilização,Taxas e percentuais,Taxa combinada de desocupação e subocupação,%,jan-fev-mar/2025,1,14.7,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-combinada-de-desocupacao-e-subocupacao,Subutilização,Taxas e percentuais,Taxa combinada de desocupação e subocupação,%,out-nov-dez/2025,2,11.0,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-combinada-de-desocupacao-e-subocupacao,Subutilização,Taxas e percentuais,Taxa combinada de desocupação e subocupação,%,jan-fev-mar/2026,3,12.5,1.5,,-2.2,,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-combinada-de-desocupacao-e-forca-de-trabalho-potencial,Subutilização,Taxas e percentuais,Taxa combinada de desocupação e força de trabalho potencial,%,jan-fev-mar/2025,1,17.5,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-combinada-de-desocupacao-e-forca-de-trabalho-potencial,Subutilização,Taxas e percentuais,Taxa combinada de desocupação e força de trabalho potencial,%,out-nov-dez/2025,2,11.7,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-combinada-de-desocupacao-e-forca-de-trabalho-potencial,Subutilização,Taxas e percentuais,Taxa combinada de desocupação e força de trabalho potencial,%,jan-fev-mar/2026,3,15.0,3.2,,-2.6,,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-composta-de-subutilizacao-da-forca-de-trabalho,Subutilização,Taxas e percentuais,Taxa composta de subutilização da força de trabalho,%,jan-fev-mar/2025,1,23.5,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-composta-de-subutilizacao-da-forca-de-trabalho,Subutilização,Taxas e percentuais,Taxa composta de subutilização da força de trabalho,%,out-nov-dez/2025,2,17.4,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-composta-de-subutilizacao-da-forca-de-trabalho,Subutilização,Taxas e percentuais,Taxa composta de subutilização da força de trabalho,%,jan-fev-mar/2026,3,19.8,2.4,,-3.8,,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-de-subocupacao-por-insuficiencia-de-horas-trabalhadas,Subutilização,Taxas e percentuais,Taxa de subocupação por insuficiência de horas trabalhadas,%,jan-fev-mar/2025,1,7.3,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-de-subocupacao-por-insuficiencia-de-horas-trabalhadas,Subutilização,Taxas e percentuais,Taxa de subocupação por insuficiência de horas trabalhadas,%,out-nov-dez/2025,2,6.4,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--taxa-de-subocupacao-por-insuficiencia-de-horas-trabalhadas,Subutilização,Taxas e percentuais,Taxa de subocupação por insuficiência de horas trabalhadas,%,jan-fev-mar/2026,3,5.7,-0.7,,-1.6,,estavel,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--percentual-de-pessoas-desalentadas,Subutilização,Taxas e percentuais,Percentual de pessoas desalentadas,%,jan-fev-mar/2025,1,7.1,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--percentual-de-pessoas-desalentadas,Subutilização,Taxas e percentuais,Percentual de pessoas desalentadas,%,out-nov-dez/2025,2,4.5,,,,,,,"IBGE, PNAD Contínua Trimestral — maio de 2026"
subutilizacao--percentual-de-pessoas-desalentadas,Subutilização,Taxas e percentuais,Percentual de pessoas desalentadas,%,jan-fev-mar/2026,3,5.3,0.8,,-1.8,,cresceu,decresceu,"IBGE, PNAD Contínua Trimestral — maio de 2026"
